FileName	ARTIST	TITLE	Prexisting data? 	Transcriber	Transcription Date 	Comments	ChangesToMcGillTranscription
CreedenceClearwaterRevival_IPutASpellOnYou_1968	Creedence Clearwater Revival 	I Put A Spell On You 	midi				
CrosbyStillsAndNash_GotItMade_1989	"Crosby, Stills & Nash "	Got It Made 					
CrosbyStillsAndNash_SouthernCross_1982	"Crosby, Stills & Nash "	Southern Cross 	midi				
CrosbyStillsAndNash_SuiteJudyBlueEyes_1969	"Crosby, Stills & Nash "	Judy Blue Eyes 					
CrosbyStillsAndNash_TeachYourChildren_1970	"Crosby, Stills & Nash "	Teach Your Children 	midi				
CultureClub_IllTumble4Ya_1983	Culture Club 	I'll Tumble 4 Ya 					
CultureClub_KarmaChameleon_1984	Culture Club 	Karma Chameleon 	midi	Dallas (Student)	2019-Spring			
CyndiLauper_AllThroughTheNight_1984	Cyndi Lauper 	All Through The Night 	midi				
CyndiLauper_IDroveAllNight_1989	Cyndi Lauper 	I Drove All Night 	midi				
CyndiLauper_SheBop_1984	Cyndi Lauper 	She Bop 	midi				
CyndiLauper_TheGooniesRGoodEnough_1985	Cyndi Lauper 	The Goonies R Good Enough 		Nat	2017-03-08		Key needs to be changed to C# in some places? 
CyndiLauper_TrueColors_1986	Cyndi Lauper 	True Colors 	midi	Mathew (Student)	2019-Spring				
DarylHallAndJohnOates_KissOnMyList_1981	Daryl Hall & John Oates 	Kiss On My List 					
DarylHallAndJohnOates_Maneater_1983	Daryl Hall & John Oates 	Maneater	midi				
DarylHallAndJohnOates_RichGirl_1977	Daryl Hall & John Oates 	Rich Girl 	midi				
DarylHallAndJohnOates_SaraSmile_1976	Daryl Hall & John Oates 	Sara Smile 	midi				
DaveDudley_SixDaysOnTheRoad_1963	Dave Dudley 	Six Days On The Road 	midi				
DavidBowie_BlueJean_1984	David Bowie 	Blue Jean 	midi	Will Smith (Student)	2019-04-23			
DavidBowie_GoldenYears_1976	David Bowie 	Golden Years 					
DavidBowie_ModernLove_1983	David Bowie 	Modern Love 	midi				
DavidBowie_SpaceOddity_1973	David Bowie 	Space Oddity 	midi				
DavidCrosbyAndGrahamNash_CarryMe_1975	David Crosby & Graham Nash 	Carry Me 					
DavidRuffinAndJimmyRuffin_StandByMe_1970	David Ruffin & Jimmy Ruffin 	Stand By Me 	midi	Nat	2017-02-05	Very hard duet 	
DeanMartin_EverybodyLovesSomebody_1964	Dean Martin 	Everybody Loves Somebody 					
DeanMartin_IWill_1965	Dean Martin 	I Will 					
Debarge_TimeWillReveal_1984	Debarge	Time Will Reveal 					
DeLaSoul_MeMyselfAndI_1989	De La Soul 	Me Myself And I 					
DianaRoss_UpsideDown_1980	Diana Ross 	Upside Down 					
DigitalUnderground_TheHumptyDance_1990	Digital Underground 	The Humpty Dance 					
DinahWashington_Unforgettable_1959	Dinah Washington 	Unforgettable	midi	Dallas (Student)	2019-05-06				
DinahWashington_WhereAreYou_1962	Dinah Washington 	Where Are You 	midi				
Dion_AbrahamMartinAndJohn_1968	Dion	"Abraham, Martin And John "	UPRFB				
Dion_BornToCry_1962	Dion	(I was) Born To Cry 					
Dion_LoveCameToMe_1962	Dion	Love Came To Me 					
Dion_LoversWhoWander_1962	Dion	Lovers Who Wander 	UPRFB				
Dion_RubyBaby_1963	Dion	Ruby Baby 	midi				
Dion_RunaroundSue_1961	Dion	Runaround Sue 	midi				
Dion_ThisLittleGirl_1963	Dion	This Little Girl 					
Dion_WhereOrWhen_1960	Dion	Where Or When 	midi				
DollyParton_BabyImBurnin_1979	Dolly Parton 	Baby I'm Burnin' 					
DollyParton_StartingOverAgain_1980	Dolly Parton 	Starting Over Again 					
DonGibson_SeaOfHeartbreak_1961	Don Gibson 	Sea Of Heartbreak 	midi				
DonnaFargo_Superman_1973	Donna Fargo 	Superman					
DonnaSummer_LastDance_1978	Donna Summer 	Last Dance 	midi				
Donovan_SunshineSuperman_1966	Donovan	Sunshine Superman 	midi				
DottieWest_ALessonInLeavin_1980	Dottie West 	A Lesson In Leavin' 					
DoubleExposure_TenPercent_1976	Double Exposure 	Ten Percent 					
DrHook_IfNotYou_1977	Dr. Hook 	If Not You 					
DrHook_OnlySixteen_1976	Dr. Hook 	Only Sixteen 	midi				
DrHook_SexyEyes_1980	Dr. Hook 	Sexy Eyes 					
DrHook_TheMillionaire_1975	Dr. Hook 	The Millionaire 					
DrHook_WalkRightIn_1977	Dr. Hook 	Walk Right In 					
DrHook_YearsFromNow_1980	Dr. Hook 	Years From Now 					
DrJohn_RightPlaceWrongTime_1973	Dr. John 	Right Place Wrong Time 	midi				
DuranDuran_AllSheWantsIs_1989	Duran Duran 	All She Wants Is 					
DuranDuran_IDontWantYourLove_1989	Duran Duran 	I Don't Want Your Love 					
EarthWindAndFire_AfterTheLoveHasGone_1979	"Earth, Wind & Fire "	After The Love Has Gone 	midi				
EarthWindAndFire_Getaway_1976	"Earth, Wind & Fire "	Getaway					
EddieHolland_Jamie_1962	Eddie Holland 	Jamie					
EddieRabbitt_ILoveARainyNight_1981	Eddie Rabbitt 	I Love A Rainy Night 	midi				
EdgarWinter_Frankenstein_1973	Edgar Winter 	Frankenstein	midi				
EltonJohn_Levon_1971	Elton John 	Levon	midi				
EltonJohn_PhiladelphiaFreedom_1975	Elton John 	Philadelphia Freedom 	midi				
EltonJohn_TheBitchIsBack_1974	Elton John 	The Bitch Is Back 	midi				
EltonJohn_WhoWearsTheseShoes_1984	Elton John 	Who Wears These Shoes? 					
ElvisPresley_AskMe_1964	Elvis Presley 	Ask Me 					
ElvisPresley_ForOlTimesSake_1973	Elvis Presley 	For Ol' Times Sake 					
ElvisPresley_GuitarMan_1968	Elvis Presley 	Guitar Man 	midi				
ElvisPresley_HisLatestFlame_1961	Elvis Presley 	(Marie's the Name) His Latest Flame 	midi				
ElvisPresley_IfICanDream_1968	Elvis Presley 	If I Can Dream 	midi				
ElvisPresley_IReallyDontWantToKnow_1970	Elvis Presley 	I Really Don't Want To Know 					
ElvisPresley_LittleSister_1961	Elvis Presley 	Little Sister 	midi				
ElvisPresley_MyBoy_1975	Elvis Presley 	My Boy 	midi				
ElvisPresley_MyWay_1978	Elvis Presley 	My Way 	midi				
ElvisPresley_MyWishCameTrue_1959	Elvis Presley 	My Wish Came True 					
ElvisPresley_SheThinksIStillCare_1977	Elvis Presley 	She Thinks I Still Care 					
ElvisPresley_ThereGoesMyEverything_1971	Elvis Presley 	There Goes My Everything 					
EmersonLakeAndPalmer_LuckyMan_1971	"Emerson, Lake & Palmer "	Lucky Man 	midi				
EngelbertHumperdinck_AfterTheLovin_1977	Engelbert Humperdinck 	After The Lovin' 	midi				
EricCarmen_HungryEyes_1988	Eric Carmen 	Hungry Eyes (from the film Dirty Dancing) 	midi				
EricCarmen_Sunrise_1976	Eric Carmen 	Sunrise					
EricClapton_ForeverMan_1985	Eric Clapton 	Forever Man 	midi				
EricClapton_ICantStandIt_1981	Eric Clapton 	I Can't Stand It 					
EricClapton_LetItRain_1972	Eric Clapton 	Let It Rain 	midi	Nat	2017-02-07		
EricClapton_Promises_1978	Eric Clapton 	Promises	midi				
EttaJames_FoolThatIAm_1961	Etta James 	Fool That I Am 					
EttaJames_StopTheWedding_1962	Etta James 	Stop The Wedding 					
EttaJames_WouldItMakeAnyDifferenceToYou_1963	Etta James 	Would It Make Any Difference To You 					
EvelynChampagneKing_ImInLove_1981	Evelyn Champagne King 	I'm In Love 					
FatsDomino_IWantToWalkYouHome_1959	Fats Domino 	I Want To Walk You Home 	midi				
Firehouse_DontTreatMeBad_1991	Firehouse	Don't Treat Me Bad 					
FiveManElectricalBand_AbsolutelyRight_1971	Five Man Electrical Band 	Absolutely Right 					
FlattAndScruggs_FoggyMountainBreakdown_1968	Flatt & Scruggs 	Foggy Mountain Breakdown 	midi				
FloydCramer_LastDate_1960	Floyd Cramer 	Last Date 	UPRFB				
Focus_HocusPocus_1973	Focus	Hocus Pocus 	midi				
Foghat_DrivinWheel_1977	Foghat	Drivin' Wheel 					
FourTops_StandingInTheShadowsOfLove_1967	Four Tops 	Standing In The Shadows Of Love 	midi				
FreddieJackson_HaveYouEverLovedSomebody_1987	Freddie Jackson 	Have You Ever Loved Somebody 					
FreddyFender_LivingItDown_1976	Freddy Fender 	Living It Down 					
FreddyFender_SecretLove_1975	Freddy Fender 	Secret Love 	midi				
GaryUSBonds_QuarterToThree_1961	Gary U.S. Bonds 	Quarter To Three 	UPRFB				
GeneralPublic_Tenderness_1984	General Public 	Tenderness					
Genesis_Abacab_1982	Genesis	Abacab	midi	Nat	2017-03-28	It seems the chord transcription is of the album version. The transciption should be edited to match the single version.	Need to add key change(s)
Genesis_InvisibleTouch_1986	Genesis	Invisible Touch 	midi				
Genesis_Misunderstanding_1980	Genesis	Misunderstanding	midi				
Genesis_TonightTonightTonight_1987	Genesis	"Tonight, Tonight, Tonight "	midi				
GeorgeBenson_Breezin_1976	George Benson 	Breezin'	midi				
GeorgeHarrison_AllThoseYearsAgo_1981	George Harrison 	All Those Years Ago 					
GeorgeHarrison_BlowAway_1979	George Harrison 	Blow Away 	midi				
GeorgeHarrison_ThisSong_1977	George Harrison 	This Song 					
GinoVannelli_BlackCars_1985	Gino Vannelli 	Black Cars 					
GinoVannelli_HurtsToBeInLove_1985	Gino Vannelli 	Hurts To Be In Love 					
GinoVannelli_WildHorses_1987	Gino Vannelli 	Wild Horses 					
GladysKnightAndThePips_BabyDontChangeYourMind_1977	Gladys Knight & The Pips 	Baby Don't Change Your Mind 					
GladysKnightAndThePips_BestThingThatEverHappenedToMe_1974	Gladys Knight & The Pips 	Best Thing That Ever Happened To Me 	midi				
GladysKnightAndThePips_IfIWereYourWoman_1971	Gladys Knight & The Pips 	If I Were Your Woman 	midi				
GladysKnightAndThePips_LetterFullOfTears_1962	Gladys Knight & The Pips 	Letter Full Of Tears 					
GlenCampbell_Galveston_1969	Glen Campbell 	Galveston					
GlenCampbell_ItsOnlyMakeBelieve_1970	Glen Campbell 	It's Only Make Believe 					
GlenCampbell_RhinestoneCowboy_1975	Glen Campbell 	Rhinestone Cowboy 	midi				
GlenCampbell_Sunflower_1977	Glen Campbell 	Sunflower					
GlenCampbell_WichitaLineman_1969	Glen Campbell 	Wichita Lineman 	midi				
GoldenEarring_TwilightZone_1983	Golden Earring 	Twilight Zone 					
GordonLightfoot_Beautiful_1972	Gordon Lightfoot 	Beautiful	midi				
GrahamNash_Chicago_1971	Graham Nash 	Chicago					
GrandFunkRailroad_WalkLikeAMan_1973	Grand Funk Railroad 	Walk Like A Man 					
GratefulDead_SugarMagnolia_1973	Grateful Dead 	Sugar Magnolia 					
HarryChapin_SundayMorningSunshine_1972	Harry Chapin 	Sunday Morning Sunshine 					
Heart_CrazyOnYou_1978	Heart	Crazy On You 	midi				
Heart_TheresTheGirl_1988	Heart	There's The Girl 					
HiFive_ILikeTheWay_1991	Hi-Five	I Like The Way (The Kissing Game) 					
HueyLewis_IWantANewDrug_1984	Huey Lewis 	I Want A New Drug 	midi				
IkeAndTinaTurner_ItsGonnaWorkOutFine_1961	Ike & Tina Turner 	It's Gonna Work Out Fine 					
IkeAndTinaTurner_IWantToTakeYouHigher_1970	Ike & Tina Turner 	I Want To Take You Higher 					
INXS_NeedYouTonight_1988	INXS	Need You Tonight 					
IrmaThomas_WishSomeoneWouldCare_1964	Irma Thomas 	Wish Someone Would Care 					
IronButterfly_InAGaddaDaVida_1968	Iron Butterfly 	In-A-Gadda-Da-Vida	midi				
IsaacHayes_DoYourThing_1972	Isaac Hayes 	Do Your Thing 					
IsaacHayes_TheLookOfLove_1971	Isaac Hayes 	The Look Of Love 					
JackieWilson_BabyWorkout_1963	Jackie Wilson 	Baby Workout 	midi				
JacksonBrowne_Boulevard_1980	Jackson Browne 	Boulevard					
JacksonBrowne_HereComeThoseTearsAgain_1977	Jackson Browne 	Here Come Those Tears Again 	midi				
JacksonBrowne_RedneckFriend_1973	Jackson Browne 	Redneck Friend 					
JacksonBrowne_RunningOnEmpty_1978	Jackson Browne 	Running On Empty 	midi				
JamesBrown_BabyYoureRight_1961	James Brown 	"Baby, You're Right "					
JamesBrown_ColdSweatPart1_1967	James Brown 	Cold Sweat - Part 1 	midi				
JamesBrown_DownAndOutInNewYorkCity_1973	James Brown 	Down And Out In New York City 					
JamesBrown_GetUp_1970	James Brown 	Get Up (I Feel Like Being Like A) Sex Machine (Part 1) 	midi	Nat	2017-04-11	Needs more section labels (Verse Chorus etc); One too many measures before bridge?	
JamesBrown_IDontMind_1961	James Brown 	I Don't Mind 					
JamesBrown_IGotYou_1965	James Brown 	I Got You (I Feel Good) 	midi	Nat	2017-02-06	Add measure at beginning 	
JamesBrown_MyThang_1974	James Brown 	My Thang 					
JamesBrown_Think_1973	James Brown 	Think					
JamesTaylor_CountryRoad_1971	James Taylor 	Country Road 	midi				
JanAndDean_SidewalkSurfin_1964	Jan & Dean 	Sidewalk Surfin' 		Hubert	2017-05-14	Many different singers take urn to sing the lead. All transcribed on the same staff.	
JanAndDean_TheAnaheimAzusaAndCucamongaSewingCircleBookReviewAndTimingAssociation_1964	Jan & Dean 	"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association "					
JanAndDean_TheLittleOldLady_1964	Jan & Dean 	The Little Old Lady (From Pasadena) 	midi				
JanisJoplin_KozmicBlues_1969	Janis Joplin 	Kozmic Blues 					
JeffBeck_PeopleGetReady_1985	Jeff Beck 	People Get Ready 	midi				
JeffersonStarship_CountOnMe_1978	Jefferson Starship 	Count On Me 					
JermaineJackson_LetsGetSerious_1980	Jermaine Jackson 	Let's Get Serious 					
JerryJeffWalker_MrBojangles_1968	Jerry Jeff Walker 	Mr. Bojangles 					
JerryReed_KoKoJoe_1971	Jerry Reed 	Ko-Ko Joe 					
JesusJones_RightHereRightNow_1991	Jesus Jones 	"Right Here, Right Now "					
JethroTull_LivingInThePast_1972	Jethro Tull 	Living In The Past 	midi				
JimiHendrix_Freedom_1971	Jimi Hendrix 	Freedom	midi				
JimmyBuffett_ComeMonday_1974	Jimmy Buffett 	Come Monday 	midi				
JimmyCliff_WonderfulWorldBeautifulPeople_1969	Jimmy Cliff 	"Wonderful World, Beautiful People "					
JimmyJones_HandyMan_1960	Jimmy Jones 	Handy Man 					
JimmyReed_BabyWhatYouWantMeToDo_1960	Jimmy Reed 	Baby What You Want Me To Do 					
JimmyRuffin_IvePassedThisWayBefore_1967	Jimmy Ruffin 	I've Passed This Way Before 					
JimmySmith_WalkOnTheWildSide_1962	Jimmy Smith 	Walk On The Wild Side (Part 1) 		NA	NA	Instrumental Song 	
JoanBaez_ThereButForFortune_1965	Joan Baez 	There But For Fortune 	midi				
JoeCocker_WithALittleHelpFromMyFriends_1968	Joe Cocker 	With A Little Help From My Friends 	midi				
JohnDenver_AnniesSong_1974	John Denver 	Annie's Song 	midi				
JohnDenver_ItAmazesMe_1978	John Denver 	It Amazes Me 					
JohnDenver_RockyMountainHigh_1972	John Denver 	Rocky Mountain High 	midi				
JohnDenver_SeasonsOfTheHeart_1982	John Denver 	Seasons Of The Heart 	midi	Dallas (Student)	2019-Spring				
JohnDenver_SomeDaysAreDiamonds_1981	John Denver 	Some Days Are Diamonds (Some Days Are Stone) 					
JohnnyCash_TheWaysOfAWomanInLove_1958	Johnny Cash 	The Ways Of A Woman In Love 	midi				
JohnnyLee_LookinForLove_1980	Johnny Lee 	Lookin' For Love 	midi				
JohnnyTillotson_IRiseIFall_1964	Johnny Tillotson 	"I Rise, I Fall "					
JohnnyTillotson_ItKeepsRightOnAHurtin_1962	Johnny Tillotson 	It Keeps Right On A-Hurtin' 	midi				
JohnnyTillotson_JimmysGirl_1961	Johnny Tillotson 	Jimmy's Girl 					
JohnnyTillotson_OutOfMyMind_1963	Johnny Tillotson 	Out Of My Mind 					
JohnnyTillotson_TalkBackTremblingLips_1963	Johnny Tillotson 	Talk Back Trembling Lips 					
JohnnyTillotson_WorriedGuy_1964	Johnny Tillotson 	Worried Guy 					
JoniMitchell_BabyIDontCare_1982	Joni Mitchell 	(You're So Square) Baby I Don't Care 	midi				
JoniMitchell_BigYellowTaxi_1975	Joni Mitchell 	Big Yellow Taxi 		Nat	2017-03-22	"The McGill transcription is bizarely wrong. The whole thing is written with 1 measure covering what should be 4 measures, and there are obvious missing chords. The key is also wrong. "	
JuiceNewton_BreakItToMeGently_1982	Juice Newton 	Break It To Me Gently 					
JuiceNewton_QueenOfHearts_1981	Juice Newton 	Queen Of Hearts 	midi	Will Smith (Student)	2019-04-04				
Kaoma_Lambada_1990	Kaoma	Lambada					
KateBush_RunningUpThatHill_1985	Kate Bush 	Running Up That Hill 	midi				
KennyRogers_IDontNeedYou_1981	Kenny Rogers 	I Don't Need You 	midi				
KennyRogers_Lady_1980	Kenny Rogers 	Lady					
KennyRogers_Lucille_1977	Kenny Rogers 	Lucille	midi				
KennyRogers_ScarletFever_1983	Kenny Rogers 	Scarlet Fever 					
KennyRogers_SweetMusicMan_1978	Kenny Rogers 	Sweet Music Man 					
KennyRogers_ThroughTheYears_1981	Kenny Rogers 	Through The Years 	midi				
KennyRogers_YouDecoratedMyLife_1980	Kenny Rogers 	You Decorated My Life 	midi				
KoolAndTheGang_JungleBoogie_1974	Kool & The Gang 	Jungle Boogie 	midi	Nat	2017-03-08		
KrisKristofferson_LovingHerWasEasier_1971	Kris Kristofferson 	Loving Her Was Easier (Than Anything I'll Ever Do Again) 	midi				
LauraBranigan_Gloria_1982	Laura Branigan 	Gloria					
LaVernBaker_ICriedATear_1959	LaVern Baker 	I Cried A Tear 					
LaVernBaker_SeeSeeRider_1963	LaVern Baker 	See See Rider 					
LedZeppelin_TrampledUnderFoot_1975	Led Zeppelin 	Trampled Under Foot 	midi				
LesleyGore_CaliforniaNights_1967	Lesley Gore 	California Nights 					
LesleyGore_YouDontOwnMe_1964	Lesley Gore 	You Don't Own Me 	midi				
Level42_SomethingAboutYou_1986	Level 42 	Something About You 	midi				
LindaRonstadt_WhenWillIBeLoved_1975	Linda Ronstadt 	When Will I Be Loved 	midi				
LittleAnthonyAndTheImperials_OutOfSightOutOfMind_1969	Little Anthony & The Imperials 	"Out Of Sight, Out Of Mind "					
LittleJoeyAndTheFlips_BongoStomp_1962	Little Joey & The Flips 	Bongo Stomp 					
LittleRiverBand_HappyAnniversary_1978	Little River Band 	Happy Anniversary 	midi				
LittleRiverBand_TheOtherGuy_1983	Little River Band 	The Other Guy 					
LittleRiverBand_WeTwo_1983	Little River Band 	We Two 					
LookingGlass_Brandy_1972	Looking Glass 	Brandy (You're A Fine Girl) 	midi				
LosLobos_WillTheWolfSurvive_1985	Los Lobos 	Will The Wolf Survive 					
LouisArmstrong_HelloDolly_1964	Louis Armstrong 	"Hello, Dolly!"	midi	Dallas (Student)	2019-03-31			
LouisPrimaAndKeelySmith_ThatOldBlackMagic_1958	Louis Prima & Keely Smith 	That Old Black Magic 					
Madonna_LiveToTell_1986	Madonna	Live To Tell 	midi				
MarcCohn_WalkingInMemphis_1991	Marc Cohn 	Walking In Memphis 	midi				
MarieOsmond_PaperRoses_1973	Marie Osmond 	Paper Roses 					
MarkyMark_GoodVibrations_1991	Marky Mark 	Good Vibrations 	midi				
MarthaAndTheVandellas_NowhereToRun_1965	Martha & The Vandellas 	Nowhere To Run 					
MartyRobbins_BigIron_1960	Marty Robbins 	Big Iron 					
MartyRobbins_IWalkAlone_1968	Marty Robbins 	I Walk Alone 					
MarvinGaye_IWantYou_1976	Marvin Gaye 	I Want You 	midi				
MarvinGaye_MercyMercyMe_1971	Marvin Gaye 	Mercy Mercy Me (The Ecology) 					
MarvinGayeAndKimWeston_ItTakesTwo_1967	Marvin Gaye & Kim Weston 	It Takes Two 					
MarvinGayeAndTammiTerrell_IfICouldBuildMyWholeWorldAroundYou_1967	Marvin Gaye & Tammi Terrell 	If I Could Build My Whole World Around You 	midi				
MaryMacGregor_TornBetweenTwoLovers_1976	Mary MacGregor 	Torn Between Two Lovers 					
MaxFrostAndTheTroopers_ShapeOfThingsToCome_1968	Max Frost & The Troopers 	Shape Of Things To Come 					
MeatLoaf_ParadiseByTheDashboardLight_1978	Meat Loaf 	Paradise By The Dashboard Light 	midi				
MeatLoaf_YouTookTheWordsRightOutOfMyMouth_1978	Meat Loaf 	You Took The Words Right Out Of My Mouth 	midi				
MelbaMontgomery_NoCharge_1974	Melba Montgomery 	No Charge 					
MelTorme_CominHomeBaby_1962	Mel Torme 	Comin' Home Baby 	midi				
MichaelJackson_HumanNature_1983	Michael Jackson 	Human Nature 					
MichaelJackson_ManInTheMirror_1988	Michael Jackson 	Man In The Mirror 	midi				
MichaelJackson_WannaBeStartinSomethin_1983	Michael Jackson 	Wanna Be Startin' Somethin' 					
MichaelJacksonWithSiedahGarrett_IJustCantStopLovingYou_1987	Michael Jackson With Siedah Garrett 	I Just Can't Stop Loving You 	midi				
MichaelJohnson_AlmostLikeBeingInLove_1978	Michael Johnson 	Almost Like Being In Love 					
MichaelSembello_Maniac_1983	Michael Sembello 	Maniac	midi				
MilliVanilli_BabyDontForgetMyNumber_1989	Milli Vanilli 	Baby Don't Forget My Number 					
MilliVanilli_GirlImGonnaMissYou_1989	Milli Vanilli 	Girl I m Gonna Miss You 					
MilliVanilli_GirlYouKnowItsTrue_1989	Milli Vanilli 	Girl You Know It's True 					
MinnieRiperton_LovinYou_1975	Minnie Riperton 	Lovin' You 					
NakedEyes_AlwaysSomethingThereToRemindMe_1983	Naked Eyes 	Always Something There To Remind Me 					
NancySinatra_TheseBootsAreMadeForWalkin_1966	Nancy Sinatra 	These Boots Are Made For Walkin' 	midi	Nat	2017-05-01		Whole transcription is written half the tempo (2 measures -> 4 meaures); Also the key is wrong! Should be E not F
NatalieCole_IveGotLoveOnMyMind_1977	Natalie Cole 	I've Got Love On My Mind 					
NatalieCole_Unforgettable_1991	Natalie Cole 	Unforgettable	midi				
NatKingCole_RamblinRose_1962	Nat King Cole 	Ramblin' Rose 	midi				
NatKingCole_ThoseLazyHazyCrazyDaysOfSummer_1963	Nat King Cole 	Those Lazy-Hazy-Crazy Days Of Summer 					
NeilSedaka_BreakingUpIsHardToDo_1976	Neil Sedaka 	Breaking Up Is Hard To Do 	midi				
NenehCherry_KissesOnTheWind_1989	Neneh Cherry 	Kisses On The Wind 					
NickGilder_HotChildInTheCity_1978	Nick Gilder 	Hot Child In The City 					
NittyGrittyDirtBand_BuyForMeTheRain_1967	Nitty Gritty Dirt Band 	Buy For Me The Rain 					
NittyGrittyDirtBand_MakeALittleMagic_1980	Nitty Gritty Dirt Band 	Make A Little Magic 					
OakRidgeBoys_Elvira_1981	Oak Ridge Boys 	Elvira	midi				
Ocean_PutYourHandInTheHand_1971	Ocean	Put Your Hand In The Hand 					
Oliver_GoodMorningStarshine_1969	Oliver	Good Morning Starshine 					
OtisRedding_ChainedAndBound_1964	Otis Redding 	Chained And Bound 					
OtisRedding_IveBeenLovingYouTooLong_1965	Otis Redding 	I've Been Loving You Too Long (To Stop Now) 	midi				
PaperLace_TheNightChicagoDied_1974	Paper Lace 	The Night Chicago Died 	midi				
PatBenatar_FireAndIce_1981	Pat Benatar 	Fire And Ice 	midi				
PatBenatar_Heartbreaker_1980	Pat Benatar 	Heartbreaker	midi	Nat	2017-02-07	Instrumental break sections? 	Add rhythmic detail; change key to Eb in bridge 
PatBenatar_LittleTooLate_1983	Pat Benatar 	Little Too Late 					
PatBenatar_LoveIsABattlefield_1983	Pat Benatar 	Love Is A Battlefield 	midi				
PatBenatar_PromisesInTheDark_1981	Pat Benatar 	Promises In The Dark 					
PatrickHernandez_BornToBeAlive_1979	Patrick Hernandez 	Born To Be Alive 	midi				
PaulAnka_LetMeGetToKnowYou_1974	Paul Anka 	Let Me Get To Know You 					
PaulAnka_LoveMeWarmAndTender_1962	Paul Anka 	Love Me Warm And Tender 					
PaulMcCartney_Press_1986	Paul McCartney 	Press					
PaulMcCartney_WithALittleLuck_1978	Paul McCartney 	With A Little Luck 	midi				
PaulSimon_YouCanCallMeAl_1986	Paul Simon 	You Can Call Me Al 	midi				
PeachesAndHerb_ShakeYourGrooveThing_1978	Peaches & Herb 	Shake Your Groove Thing 					
PeggyLee_Fever_1958	Peggy Lee 	Fever	midi				
PeggyLee_IsThatAllThereIs_1969	Peggy Lee 	Is That All There Is 	midi				
PeterGabriel_ShockTheMonkey_1982	Peter Gabriel 	Shock The Monkey 	midi				
PetShopBoys_AlwaysOnMyMind_1988	Pet Shop Boys 	Always On My Mind 	midi				
PetShopBoys_LoveComesQuickly_1986	Pet Shop Boys 	Love Comes Quickly 	midi				
PetShopBoys_WhereTheStreetsHaveNoName_1991	Pet Shop Boys 	Where The Streets Have No Name 					
PinkFloyd_Money_1973	Pink Floyd 	Money	midi				
Player_BabyComeBack_1978	Player	Baby Come Back 	midi				
Poison_UnskinnyBop_1990	Poison	Unskinny Bop 	midi				
Prince_TheArmsOfOrion_1989	Prince (With Sheena Easton) 	The Arms Of Orion 	midi				
PsychedelicFurs_PrettyInPink_1986	Psychedelic Furs 	Pretty In Pink 					
PurePrairieLeague_Amie_1975	Pure Prairie League 	Amie					
Queen_WeAreTheChampions_1978	Queen	We Are The Champions 	midi	Nat	2017-02-24	"Should be 6/8, but is written in 4/4. Key change in chorus! "	B-m chord is B-M. D:maj is D:min 
RandyVanwarmer_JustWhenINeededYouMost_1979	Randy Vanwarmer 	Just When I Needed You Most 					
RareEarth_GetReady_1970	Rare Earth 	Get Ready 	midi				
RayCharles_CryingTime_1965	Ray Charles 	Crying Time 	midi				
RayCharles_EleanorRigby_1968	Ray Charles 	Eleanor Rigby 					
RayCharles_LetsGoGetStoned_1966	Ray Charles 	Let's Go Get Stoned 					
RayCharles_TheRightTime_1959	Ray Charles 	(Night Time Is) The Right Time 					
RayParkerJr_Ghostbusters_1984	Ray Parker Jr. 	Ghostbusters	midi				
RayPrice_ForTheGoodTimes_1970	Ray Price 	For The Good Times 	midi				
RDeanTaylor_IndianaWantsMe_1970	R. Dean Taylor 	Indiana Wants Me 					
Redbone_ComeAndGetYourLove_1974	Redbone	Come And Get Your Love 	midi				
REOSpeedwagon_TimeForMeToFly_1980	REO Speedwagon 	Time For Me To Fly 	midi	Nat	2017-04-21		"Rename sections? Prechorus->Chorus, Chorus->Bridge; Add rhythmic detail to chord"
RickDerringer_RockAndRollHoochieKoo_1974	Rick Derringer 	"Rock And Roll, Hoochie Koo "	midi				
RickJames_GiveItToMeBaby_1981	Rick James 	Give It To Me Baby 					
RickSpringfield_DontTalkToStrangers_1982	Rick Springfield 	Don't Talk To Strangers 					
RickSpringfield_JessiesGirl_1981	Rick Springfield 	Jessie's Girl 					
RitaCoolidge_Fever_1973	Rita Coolidge 	Fever	midi				
RitaCoolidge_HigherAndHigher_1977	Rita Coolidge 	(Your Love Has Lifted Me) Higher And Higher 					
RitaCoolidge_TheWayYouDoTheThingsYouDo_1978	Rita Coolidge 	The Way You Do The Things You Do 					
RitaCoolidge_WereAllAlone_1977	Rita Coolidge 	We're All Alone 	midi				
RobBase_ItTakesTwo_1988	Rob Base 	It Takes Two 					
RobertaFlack_FeelLikeMakinLove_1974	Roberta Flack 	Feel Like Makin' Love 	midi				
RobertaFlackAndDonnyHathaway_YouveGotAFriend_1971	Roberta Flack & Donny Hathaway 	You've Got A Friend 					
RobertJohn_LonelyEyes_1980	Robert John 	Lonely Eyes 					
RobertJohn_SadEyes_1979	Robert John 	Sad Eyes 					
RobertPalmer_AddictedToLove_1986	Robert Palmer 	Addicted To Love 	midi				
RockAndHyde_DirtyWater_1987	Rock And Hyde 	Dirty Water 					
Rockwell_SomebodysWatchingMe_1984	Rockwell	Somebody's Watching Me 					
RodBernard_ThisShouldGoOnForever_1959	Rod Bernard 	This Should Go On Forever 					
